Season,Player,Age,Team(s),Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Openness Rating,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Pull Up Talent,3PT Pull Up%,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable C&S 3PT%,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR
2018-19,Jalen Brunson,22,DAL,1591,PG,Primary Ball Handler,Point of Attack,1.8,-0.6,0.35,-0.95,4,4.64,91.33,16.15,1,77,225,,,47.7,0.5,2.93,3.64,,0.38,,20.34,0.88,106.12,49.74,107.77,34.5,125.85,37.5,58.46,63.91,0,0.24,0.07,-1.38,0.11,0.29,0.02,-0.32,0.21,-0.22,-0.66,36.76,0.18,0.9,0.18,36.76,-0.32,0.21,-0.22,-0.66,0.91,52.33,-0.06,32.04,25.04,0.22,-0.74,36.08,4,0.73,0.41,0.57,-0.11,63.64,36.07,44.81,37.01,37.27,36.18,31.88,5.71,0.22,1.18,-1.08,0.64,0.91,1.13,0.03,36,0.34,1.43,32,-0.91,26,0.25,-0.58,-0.62,0.04
2023-24,Jalen Brunson,27,NYK,2726,PG,Shot Creator,Chaser,9.98,3.41,4.35,-0.94,4,4.46,86.76,20.43,1,84,255,107.87,44,47,0.62,2,6.66,18.39,,81.61,18.64,-1.43,98.04,36.78,107.77,41.18,110.59,40.33,43.67,94.81,1.28,-0.07,-0.04,-0.68,1.48,-0.19,1.19,2.06,1.95,1.57,1.49,37.39,2.49,-0.44,2.49,37.39,2.06,1.95,1.57,1.49,-1.26,56.17,1.23,31.92,25.78,-0.23,0.63,40.75,6.47,5.9,3.91,0,-0.23,80,29.73,27.03,31.55,37.67,30.2,30.05,6.04,0.42,-0.29,0.29,0.4,0.97,1.55,-0.16,6.98,0.56,0.75,36.1,,43,0.38,-0.95,,
2023-24,Jalen Crutcher,24,NOP,3,PG,Low Minute,Low Minute,0,-0.91,-0.32,-0.59,4,4.2,100.13,27.51,5,76,205,129.45,33.33,50.8,0,0,0,16.14,,83.86,15.55,-0.05,124.59,20,107.76,49.77,114.07,57.26,49.96,404.88,1.34,-0.26,-0.02,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,-0.56,-0.62,0,0,0,33.58,26.42,36.26,41.32,33.94,32.65,16.69,0.83,2.2,-0.43,,0.7,1.24,0,0,0,0,,,,0,-1.98,,
2022-23,Jalen Duren,19,DET,1670,C,Roll + Cut Big,Mobile Big,1.3,-1.23,-0.91,-0.32,4,4.65,100.69,22.13,2,83,255,94.07,36,39.1,1.14,4.01,2.74,13.04,-0.19,86.96,18.7,-0.5,98.51,36.31,107.76,40.36,114.08,47.06,61.09,82.97,0,0.58,0.18,-1.26,0,0,0,-1,-1.31,-0.04,-0.29,0,0,0,0,0,-1,-1.31,-0.04,-0.29,-0.49,25,-0.75,0.5,25.3,-0.03,-1.23,36.72,6.25,-1.01,-1.08,0.27,0,69.03,36.54,27.42,38.47,38.38,36.58,34.29,4.46,0.58,-0.07,-0.11,-1.06,0.56,1.45,-0.12,72.93,3.42,0.08,44.3,0.26,32,0.26,1.57,0.04,-1.92
2023-24,Jalen Duren,20,DET,1778,C,Roll + Cut Big,Anchor Big,2.24,-0.45,-1.09,0.64,4,4.45,102.29,26.73,18,77,205,125.13,32,51.3,3.54,3.91,3.03,13.19,,86.81,20.68,0.32,92.93,30.37,107.76,49.63,105.76,50.69,64.44,308.72,2.16,0.13,-0.12,-1.17,-0.12,0.15,-0.62,-0.92,-0.64,-0.09,-0.46,0,-0.7,-1.07,-0.7,0,-0.92,-0.64,-0.09,-0.46,-0.96,50,0.02,0.71,28.18,0.01,-1.33,37.85,8.05,-0.52,-0.82,0.48,0.03,68,36.75,26.84,39.59,39.41,37.18,33.46,4.32,0.45,0.27,0.14,-0.44,0.69,1.83,-0.11,69.27,3.15,0.18,38.8,,23,0.2,2.66,,
2022-23,Jalen Green,20,HOU,2602,SG,Primary Ball Handler,Point of Attack,2.3,-1.05,0.76,-1.8,4,4.15,87.77,21.77,1,79,225,107.87,40,49.8,2.15,1.83,4.36,20.96,0.12,79.04,20.58,0.51,107.64,51.28,107.76,48.57,106.59,43.67,52.27,174.88,0,0.29,-0.06,-1.19,0.04,-0.23,-0.22,0.49,1.78,-0.15,-0.32,32.67,1.05,-0.57,1.05,32.67,0.49,1.78,-0.15,-0.32,-1.02,58.52,0.37,40.77,26.44,-0.16,-0.37,36.1,13.15,0.65,0.08,1.01,0,60,35.71,26.74,38.49,38.14,35.94,33.5,5.93,0.61,0.59,0.02,0.51,1,1.72,-0.01,37.21,0.57,0.07,37.5,-0.07,38,0.29,-0.59,-2.87,1.49
2021-22,Jalen Green,19,HOU,2138,SG,Secondary Ball Handler,Chaser,-1.2,-3.26,-1.22,-2.04,4,4.5,100.69,44.05,1,76,215,112.67,46.67,49.3,3.23,1.72,3.26,,-0.08,,18.55,-0.01,108.29,51.81,107.75,39.72,114.35,34.67,38.3,165.15,0,0.04,0.23,-0.1,0.37,-0.04,0.27,0.3,1.01,-0.13,-0.28,34.17,1.08,-0.61,1.08,34.17,0.3,1.01,-0.13,-0.28,-0.58,59.16,0.41,48.01,26.02,-0.05,-0.38,35.59,10,-0.84,-0.85,0,0.24,53.85,34.76,27.1,37.37,40.66,34.84,34.17,6.17,1.16,0.72,0.17,0.29,0.8,1.42,0,48.48,0.49,0.71,44.1,-0.36,31,0.22,-0.62,-3.26,-2.84
2023-24,Jalen Green,21,HOU,2602,SG,Primary Ball Handler,Chaser,2.23,-1.09,0,-1.09,4,4.69,,29,3,81,265,86.03,32.65,61.35,0.96,1.62,3.93,15.65,,84.35,18.89,-1.21,111.73,52.88,107.74,46.72,110.62,42.97,42.73,169.83,0.97,-0.37,-0.16,-0.98,0.16,-0.22,-0.18,0.02,1.89,-0.67,-0.92,33.53,1.2,-0.05,1.2,33.53,0.02,1.89,-0.67,-0.92,-0.52,55.15,-0.02,45.42,26.32,-0.07,-1.01,34.84,10.19,-0.51,-0.5,0,-0.24,66.67,33.71,26.39,35.28,37.32,34.64,32.89,11.61,0.03,-0.35,0.8,-0.21,0.94,1.68,0,51.22,0.5,0.26,39.5,,39,0.38,0.59,,
2020-21,Jalen Harris,22,TOR,172,SG,Secondary Ball Handler,Wing Stopper,0.2,-0.89,-0.56,-0.32,4,4.7,,30.41,6,75,200,115.01,35.32,77.33,0,3.13,1.88,,0.09,,19.38,0.35,114.09,55,107.73,42.86,112.42,42.21,64.11,744.53,0.41,-0.53,-0.28,-0.92,-0.01,0.01,-0.37,0.28,-0.18,0.21,0.31,28.57,-0.21,0.18,-0.21,28.57,0.28,-0.18,0.21,0.31,0.36,43.21,0.15,50,25.86,-0.09,0.31,39.38,5.45,-0.49,-0.34,0,-0.69,50,36.48,44.43,38.15,39.08,36.44,34.1,8.83,0.27,-1.06,1.48,-0.06,1.03,1.41,0,100,0.23,-1.03,33.9,-0.23,6,0.41,-1.32,-0.61,0.97
2023-24,Jalen Hood-Schifino,20,LAL,109,SG,Shot Creator,Chaser,0.07,-1.37,-1.03,-0.34,4,4.59,,24.65,6,76,198,118.12,26.4,74.32,0,4.2,3.23,17.13,,82.87,18.59,-0.72,101.75,48,107.73,43.15,112.97,44.95,25.34,46.33,0,0.76,0,0,-0.1,0.12,-1.08,0.01,1.3,-0.12,-1.05,10,0.03,0.73,0.03,10,0.01,1.3,-0.12,-1.05,0.41,49.26,-0.3,33.33,26.47,0.28,-1.05,37.66,17.24,-0.48,-0.12,0,-2.05,33.33,36.31,25.94,37.33,38.85,36.3,33.54,9.88,0.4,-0.3,0.86,-0.02,0.83,1.43,0,50,0.1,-1.21,40.5,,2,0.32,-1.39,,
2022-23,Jalen Johnson,21,ATL,1042,SF,Athletic Finisher,Mobile Big,2.2,0.86,-0.27,1.12,4,4.66,,26.56,4,81,215,97.88,46.67,66.71,1.06,3.91,1.94,15.07,-0.07,84.93,20.83,0.29,99.96,39.08,107.73,44.14,109.17,43.7,44.62,71.42,0,0.15,0.05,-0.46,-0.12,0.1,-0.64,-0.82,-0.83,-0.38,-1.36,0,-0.62,-1.11,-0.62,0,-0.82,-0.83,-0.38,-1.36,0.97,22.25,-1.37,32.3,25.52,0.55,-0.6,35.08,13.49,-0.23,-0.68,0.14,0.09,60,33.6,27.39,35.54,37.72,33.73,32.47,9.97,0.3,0.42,0.41,0.52,0.39,1.13,-0.03,64.71,0.73,-0.22,44.8,0.27,29,0.31,1.14,1.21,-0.64
2021-22,Jalen Johnson,20,ATL,120,PF,Stretch Big,Anchor Big,0.1,-1.45,-1.27,-0.17,4,4.39,,11.61,3,82,250,91.78,38.43,51.44,0,2.65,1.47,,-0.41,,17.26,-1.06,99.71,40.8,107.73,44.52,102.61,48.91,55.54,266.95,0.83,0.34,0.18,-1.19,-0.01,0.04,-0.29,-0.55,-0.82,-0.04,-0.42,0,-0.62,0.09,-0.62,0,-0.55,-0.82,-0.04,-0.42,0.4,14.42,-1.21,31.71,24.73,0.11,-0.67,35.51,5.26,-0.75,-0.58,-0.75,0,100,32.9,26.17,36.01,39.7,33.87,32.9,10.39,0.57,1.41,-0.96,-0.23,1.09,1.22,0,50,0.09,1.05,41.5,-0.15,2,0.29,-1.12,-1.45,-0.62
2023-24,Jalen Johnson,22,ATL,1889,SF,Athletic Finisher,Wing Stopper,3.18,0.23,-0.42,0.66,4,4.49,,23.2,3,83,255,87.29,36.64,62.57,1.75,2.5,2.34,15.83,,84.17,20.74,0.14,102.42,40.45,107.72,43.6,112.3,47.44,60.02,844.58,2.38,-0.17,-0.15,0.49,-0.25,0.29,-0.84,-0.84,-0.75,-0.42,-0.85,25,-0.69,0.78,-0.69,25,-0.84,-0.75,-0.42,-0.85,1.45,29.78,-0.92,28.49,25.24,0.27,-0.65,37.05,7.88,0.78,0.05,-0.11,0.01,70.91,35.48,25.62,37.48,39.51,35.44,33.11,10.78,0.72,0.48,-1.31,0.26,0.82,1.1,-0.11,43.24,1.32,0.04,45.4,,47,0.38,2.02,,
2018-19,Jalen Jones,25,CLE,214,SF,Athletic Finisher,Helper,0.2,-0.79,-1.23,0.44,4,3.94,,18.64,1,79,195,113.45,66.67,74.02,0,4.64,3.1,,-0.26,,18.84,-0.59,102.41,38.91,107.71,48.02,111.07,57.78,47.12,43.05,1.54,0.12,0.09,-1.46,0,0,0,-0.32,-0.98,0,-0.09,0,0,0,0,0,-0.32,-0.98,0,-0.09,0.16,23.21,-0.77,45.16,25.69,0.27,-0.05,37,17.24,-0.33,-0.6,-0.36,-0.11,50,34.12,26.2,34.98,36.19,34.2,30.9,12.64,0.6,2.13,-1.49,-0.43,0.61,1.1,-0.31,45.45,0.69,0.96,34.6,-0.15,5,0.69,-1.3,-3,-1.21
2017-18,Jalen Jones,24,NOP/DAL,181,SF,Athletic Finisher,Helper,0.1,-1.58,-0.87,-0.71,4,4.82,,28.92,2,82,205,102.07,53.44,83.26,9.93,4.58,3.75,,-0.04,,18.81,-0.41,110.92,53.68,107.71,50.79,111,67.67,69.41,209.3,0,0.54,0.03,-1.21,0.03,0.14,-0.03,0.01,-0.14,0.05,-0.06,50,-0.22,-0.25,-0.22,50,0.01,-0.14,0.05,-0.06,-0.36,31.73,-0.41,38.24,51.2,-0.25,-0.2,38.01,8.33,-0.34,-0.33,-1.06,-0.14,50,34.34,26.04,36.09,38.3,34.41,30.58,6.12,0.41,1.12,-0.43,-0.07,0.46,1.31,0,46.15,0.81,0.47,35.5,-0.11,3,0.41,-1.03,-5.04,0.9
2020-21,Jalen Lecque,20,IND,12,PG,Low Minute,Chaser,0,-2.05,-1.63,-0.42,4,4.22,,21.01,9,81,235,88.51,36.84,56.74,0,0,5.77,,-0.14,,18.88,-2.49,83.93,20,107.7,44.14,114.22,50.91,49.39,"1,070.92",1.21,-0.29,-0.05,0.97,-0.01,0.01,-0.45,-0.61,-0.38,-0.01,-0.39,0,-0.58,0.24,-0.58,0,-0.61,-0.38,-0.01,-0.39,0.13,12.5,-1.25,11.11,26.2,0,0,38,14.29,-0.53,-0.2,0,0,0,34.33,28.7,37.47,38.78,34.62,31.7,7.2,0.46,0.52,-0.65,-0.14,0.68,1.2,0,0,0.5,0,50,-1.28,,0,-1.91,0.15,0.05
2019-20,Jalen Lecque,19,PHO,32,SG,Low Minute,Helper,0,-1.69,-1.81,0.12,4,4.76,,28.43,4,76,205,117.9,26.67,74.72,0,3.28,3.31,,-0.29,,18.88,-1.71,94.64,30,107.69,43.88,105.8,39.99,50.28,128.9,0,0.37,0.34,-1.8,-0.02,0,-0.33,-0.47,-0.55,-0.05,-0.47,0,-0.57,0.24,-0.57,0,-0.47,-0.55,-0.05,-0.47,0.22,18.75,-1.07,40,25.27,0.01,-0.98,36.58,0,0,-0.56,0,0,0,35.6,25.34,35.75,35.88,35.54,33.78,21.8,0.07,-1.03,-0.66,-0.28,0.6,1.43,0,0,0,0,16.7,-0.55,,0,-1.74,-0.02,-0.59
2022-23,Jalen McDaniels,25,CHO/PHI,1913,SF,Athletic Finisher,Helper,2.7,-0.22,-0.57,0.34,4,4.79,,22.31,9,81,234,101.83,51.03,78.81,5.12,3.94,2.38,16.78,0.1,83.22,21.14,0.62,93.86,33.47,107.69,47.02,107.16,43.62,53.54,136.84,0.7,0.16,-0.07,-1.31,-0.11,0.12,-0.5,-0.83,-0.96,-0.46,-1.08,25,-0.74,-0.7,-0.74,25,-0.83,-0.96,-0.46,-1.08,0.64,22.22,-1.24,37.6,50.2,0.21,-0.42,35.52,7.5,-0.49,-0.48,-0.35,-0.02,59.18,33.38,25.71,34.88,35.96,34.36,32.79,20.34,0.26,0.27,-1.22,-0.6,0.54,1.24,-0.07,47.62,0.79,-0.02,35.5,0.11,50,0.62,0.59,0.26,-1.31
2021-22,Jalen McDaniels,24,CHO,895,SF,Athletic Finisher,Helper,0.5,-1.45,-1.46,0.01,4,4.36,,21.23,4,81,240,107.26,44.29,73.55,2.46,3.79,2.73,,-0.25,,18.19,-0.41,106.48,46.57,107.69,45.96,112.96,49.01,48.11,66.83,2.81,-0.35,-0.17,-0.86,0.02,0.09,-0.15,-0.29,-0.91,0.14,0.19,33.33,-0.63,-0.64,-0.63,33.33,-0.29,-0.91,0.14,0.19,0.75,22.74,-0.62,42.52,25.08,0.3,0.07,36.63,11.38,-0.44,-0.28,-1.09,-0.1,57.69,34.56,27.36,36.33,38.4,34.81,33.78,14.81,0.15,-0.26,-1.56,-0.38,0.35,1.2,0,43.24,0.67,-0.33,37,-0.03,11,0.61,-0.16,-1.45,0.46
2020-21,Jalen McDaniels,23,CHO,904,SF,Athletic Finisher,Helper,0.4,-1.68,-1.08,-0.6,3.99,4.11,,32.7,6,78,225,109.37,42.5,81.7,3.54,3.94,2.49,,-0.45,,18.46,-0.66,112.98,52.17,107.69,46.33,98.67,41.67,50.02,495.58,3.6,-0.2,-0.12,1.36,-0.11,0.03,-0.59,-0.65,-0.97,-0.25,-0.81,0,-0.72,0.07,-0.72,0,-0.65,-0.97,-0.25,-0.81,0.78,19.23,-1.24,36.97,24.56,0.03,-0.24,37.17,7.89,0.08,-0.05,0.54,0.03,63.89,36.28,42.03,37.23,36.99,36.36,33.89,12.67,0.13,-0.21,-0.46,-0.52,0.64,1.25,0.01,48.89,0.96,0.43,38.9,0.11,15,0.54,-0.02,-1.75,-2.55
2019-20,Jalen McDaniels,22,CHO,293,SF,Athletic Finisher,Helper,0.1,-1.71,-1.82,0.11,3.99,4.97,,37.59,2,82,220,111.92,40.76,84.2,5.11,4.7,2.35,,-0.47,,17.89,-1.18,96.01,34.78,107.68,46.06,109.78,50.96,48.14,53.04,3.47,0.01,0.04,-1.31,0,0,0,-0.53,-1,0.04,-0.09,0,0,0,0,0,-0.53,-1,0.04,-0.09,0.25,15.76,-0.98,34.29,25.4,0.18,-0.44,37.04,5,-0.44,-0.32,0.83,0,71.43,34.36,27.65,36.96,39.34,34.43,32.68,11.76,0.96,-0.46,-1.28,-0.44,0.77,1.01,0.29,66.67,0.94,0.79,42.7,-0.03,3,0.65,0.51,0.93,-0.68
2023-24,Jalen McDaniels,26,TOR,538,SF,Athletic Finisher,Helper,-0.29,-3.34,-2.54,-0.8,3.99,4.68,,25.18,2,80,219,101.64,37,78,0.56,3.51,1.82,15.81,,84.19,19.88,-0.72,100.13,37.53,107.68,44.07,110.6,41.76,59.13,386.95,1.26,-0.68,-0.41,0.66,-0.14,0.33,-0.92,-1.01,-0.87,-0.68,-2.76,12.5,-0.72,0.87,-0.72,12.5,-1.01,-0.87,-0.68,-2.76,1.51,30.74,-1.84,37.57,25.25,0.36,-0.73,33.99,2.21,-0.21,-0.33,-0.82,-0.12,68.42,33.17,25.87,35.5,38.03,33.43,30.63,21.28,0.84,-0.74,-0.14,-0.57,0.84,1.18,0,33.33,0.36,-0.32,38.2,,11,0.54,-0.71,,
2023-24,Jalen Pickett,24,DEN,122,SG,Secondary Ball Handler,Chaser,0.05,-1.87,-1.1,-0.77,3.99,5.04,,29.97,1,77,211,107.6,37.42,87.1,0,3.95,0.91,17.34,,82.66,18.3,-0.68,109.93,55.29,107.67,44.41,108.46,42.4,62.57,538.98,4.23,-0.76,-0.52,0.48,-0.08,0.21,-1.02,0.5,1.91,-0.03,-0.41,18.75,0.39,0.96,0.39,18.75,0.5,1.91,-0.03,-0.41,0.15,51.39,0.1,71.43,26.28,0.05,-0.72,38.96,0,-0.5,-0.51,1.16,0.04,0,34.59,27.11,36.73,39.37,34.63,34,23.33,0.29,-0.85,-0.52,-0.49,0.94,1.31,0.3,0,0.04,0,33.3,,3,0.31,-1.35,,
2023-24,Jalen Slawson,24,SAC,37,SF,Low Minute,Low Minute,0.04,-0.54,-0.57,0.04,3.99,4.74,,20.13,2,84,248,88.81,40,47.2,0,8.11,1.01,13.58,,86.42,18.28,-0.33,103.83,33.33,107.67,44.8,107.36,50.83,43.37,193.68,2.43,-0.13,0.03,0.13,0,0,0,-0.8,-1.16,-0.01,-0.38,0,0,0,0,0,-0.8,-1.16,-0.01,-0.38,-0.12,12.5,-1.33,33.33,25.65,-0.09,-1.12,37.71,0,0,-0.71,0,0,100,33.14,26.77,36,38.98,34.19,32.89,27.42,0.16,-0.81,-0.35,-0.14,0.57,1.33,0,0,0.08,0,61.5,,1,0,-1.63,,
2022-23,Jalen Smith,22,IND,1279,C,Stretch Big,Mobile Big,1.9,-0.1,-0.12,0.02,3.99,4.5,,22.88,4,83,215,102.21,50.07,64.2,0.55,4.27,4.01,13.78,-0.2,86.22,19.64,-0.19,91.37,28.34,107.67,45.7,126.19,57.41,20.45,23.32,0,0.32,0.12,-1.45,0.05,0.02,-0.05,-1.14,-0.97,-0.88,-2.08,60,-0.55,0.35,-0.55,60,-1.14,-0.97,-0.88,-2.08,0.89,23.48,-1.69,37.6,25.19,0.45,-0.79,33.15,8.77,-0.72,-0.86,-0.03,0.01,71.67,35.12,25.94,35.44,36.94,35.2,34.32,19.1,0.17,-0.62,-0.86,-0.24,0.35,1.63,-0.24,65.89,1.9,0.16,46.1,0.2,9,0.33,1.01,-1.33,-2.42
2021-22,Jalen Smith,21,PHO/IND,924,PF,Stretch Big,Mobile Big,1.5,0.17,0.55,-0.38,3.99,4.46,,26.59,3,86,220,96.63,37.78,66.4,2.27,3.8,4.36,,-0.16,,18.53,-0.22,100.76,37.25,107.66,45.09,114.66,60.82,55.46,515.69,7.94,-0.83,-0.69,0.12,-0.03,-0.06,-0.3,-0.65,-1.02,-0.25,-0.77,0,-0.73,-1.04,-0.73,0,-0.65,-1.02,-0.25,-0.77,0.61,19.06,-1.22,34.86,50.41,0.41,-0.16,35.08,10.26,-0.81,-0.55,0.63,0.04,78.72,35,28.31,36.86,38.78,35,33,0,0,-0.37,-0.16,-1.23,0.41,1.29,0.06,67.33,1.98,0.31,40.9,0.39,11,0.16,2.07,0.17,-0.7
2020-21,Jalen Smith,20,PHO,156,PF,Versatile Big,Helper,0,-2.57,-2.15,-0.42,3.99,4.75,,34.34,6,76,220,115.56,28.35,75.1,0,3.62,1.81,,-0.38,,18.53,-1.02,87.27,23.64,107.66,40.21,114.81,42.51,50.9,948.61,5.18,-0.59,-0.23,1.8,0,0,0,-0.57,-1.03,-0.07,-0.66,0,0,0,0,0,-0.57,-1.03,-0.07,-0.66,-0.09,15.44,-1.29,34,24.88,0.16,-0.51,37.11,0,-0.55,-0.6,-0.11,0,75,36.99,51.02,37.35,38.16,37.01,35.74,9.97,1.03,1.88,0.65,-0.57,0.59,1.21,-0.11,71.43,0.26,-0.21,33.8,-0.14,1,0,-0.87,-1.83,-2.62
2023-24,Jalen Smith,23,IND,1047,C,Stretch Big,Mobile Big,2.25,0.96,1.23,-0.27,3.99,4.88,,20.37,1,78,224,113.08,31.16,70.2,1.15,4.26,3.26,13.11,,86.89,19.92,-0.35,99.03,32.78,107.66,50.87,118.4,68.73,66.19,332.48,0,0.15,0.02,-2.03,0.07,0.41,-0.1,-0.11,-0.98,0.28,0.52,50,-0.6,0.3,-0.6,50,-0.11,-0.98,0.28,0.52,0.98,24.74,-0.42,36.46,26.06,0.33,0.36,38.98,12.73,-0.8,-0.57,0.38,0,73.53,37.38,26.38,37.49,38.61,37.85,35.75,5.89,0.77,2.22,0.46,-0.04,0.42,1.16,-0.09,70.54,1.84,0.28,49,,10,0.24,1.5,,
2022-23,Jalen Suggs,21,ORL,1246,SG,Primary Ball Handler,Wing Stopper,1.6,-0.42,-0.87,0.45,3.99,4.88,,23.39,5,77,210,116.84,26.22,75.7,5.46,3.49,3.78,20.14,0.2,79.86,21.67,0.89,107.84,51.67,107.65,51.99,110.78,63.84,38.36,188.91,0.43,0.18,0.15,-1.69,-0.27,0.25,-0.73,-0.24,0.49,-0.36,-0.78,30.34,-0.02,0.04,-0.02,30.34,-0.24,0.49,-0.36,-0.78,-0.12,53.65,-0.02,45.5,26.64,0.18,-0.49,36.34,7.18,-0.54,-0.22,-0.26,-0.23,50,38.52,26.43,40.09,38.74,38.4,35.22,9.64,0.84,1.67,-0.2,0.42,1.12,1.52,-0.06,58.18,1.04,0.54,31.8,-0.11,41,0.76,-0.73,3.16,-0.32
2021-22,Jalen Suggs,20,ORL,1307,PG,Primary Ball Handler,Point of Attack,0.9,-1.28,-2.2,0.91,3.99,4.5,,31.13,10,78,205,111.28,33.33,71.8,6.73,3.92,4.41,,0.37,,20.28,1.04,97.29,40.76,107.64,42.22,110.72,36.81,55.44,311.17,0.77,-0.09,-0.07,-0.68,-1.27,0.08,-2.29,-1.86,0.48,-1.82,-2.98,19.05,-1.21,-0.31,-1.21,19.05,-1.86,0.48,-1.82,-2.98,-0.5,58.87,-0.95,35.77,26.27,0.15,-1.62,31.96,8.14,-1.08,-0.94,0.37,-0.35,81.25,35.89,26.14,38.11,40.1,35.92,34.4,6.99,0.85,1.23,-0.51,0.84,1.5,2.13,-0.06,65.38,0.54,0.08,35.2,-0.23,41,0.5,-0.3,-1.28,2.99
2023-24,Jalen Suggs,22,ORL,2025,SG,Primary Ball Handler,Point of Attack,4.03,0.71,-0.84,1.55,3.99,4.74,,27.68,3,78,221,108.05,36,78.2,4.89,3.72,3.3,23.35,,76.65,23.27,2.01,100.18,42.53,107.64,45.58,115.18,59.33,36.61,148.81,1.75,-0.19,-0.05,-2.23,0.29,0.26,0.24,0.72,-0.04,0.67,0.75,37.76,0.35,0.17,0.35,37.76,0.72,-0.04,0.67,0.75,0.11,45.01,0.44,53.92,25.72,0.17,0.84,39.41,5.97,0.11,-0.5,0.26,0.15,69.05,37.94,26.23,40.84,38.57,37.87,33.99,17.31,2.47,1.53,-0.03,1.52,0.9,1.46,-0.02,41.67,0.64,0.38,37.7,,65,0.74,-0.18,,
2022-23,Jalen Williams,21,OKC,2276,SG,Athletic Finisher,Chaser,2.8,-0.49,-0.9,0.41,3.99,4.84,,27.63,1,82,205,100.26,53.25,67,2.02,2.98,2.56,17.11,-0.06,82.89,20.59,0.25,105.83,43.5,107.64,50,109.78,57.42,38.54,237.95,0,0.43,0.16,-1.33,0.1,0.2,0.03,-0.45,-0.58,-0.02,-0.2,33.33,-0.2,-1.22,-0.2,33.33,-0.45,-0.58,-0.02,-0.2,0.08,35.26,-0.36,25.82,25.92,0.34,-0.49,36.71,4.76,0.85,0.27,-0.25,0.14,76.12,37.9,26.15,38.74,40.43,38.34,36.1,15.58,2.42,1.82,-1.07,0.29,0.42,1.49,-0.02,46.43,1.12,0.26,45.3,-0.09,58,0.7,-0.67,-0.87,-0.73
2023-24,Jalen Williams,22,OKC,2223,PF,Slasher,Wing Stopper,4.18,0.54,0.47,0.06,3.99,3.51,,23.08,1,76,202,,,53.7,2.11,2.82,2.95,18.05,,81.95,22.27,1.15,107.59,46.9,107.64,44.34,114.05,56.71,55.49,355.05,0.59,0.1,0.16,-0.71,0.51,0.28,0.58,0.5,0.36,0.71,1.03,42.11,0.63,1.81,0.63,42.11,0.5,0.36,0.71,1.03,0.57,45.59,0.6,24.27,25.69,0.16,-0.08,39.95,5.38,0.74,1.82,0.34,-0.02,72.88,38.11,25.74,40.92,38.9,38.2,34,8.04,1.05,1.5,0.83,1,0.59,1.38,0,48.65,0.52,0.48,43.7,,41,0.63,-0.6,,
2023-24,Jalen Wilson,23,BRK,664,PF,Athletic Finisher,Helper,0.29,-1.75,-1.09,-0.67,3.99,4.56,,31.96,2,75,190,110.69,44,65.8,1.81,2.75,1.95,15.17,,84.83,19.23,-0.93,99.03,39.78,107.64,45.79,118.86,50,63.51,166.18,0.83,0.01,0.06,-1.08,-0.08,0.13,-0.62,-0.63,-0.93,-0.17,-0.69,0,-0.62,0.35,-0.62,0,-0.63,-0.93,-0.17,-0.69,0.79,17.78,-1.29,41.34,25.71,0.21,-0.31,37.83,3.19,-0.36,-0.49,0,0.01,54.55,33.09,25.39,36.39,37.82,33.2,30.93,6.83,1.07,1.7,0.4,-0.01,0.18,1.1,0,42.55,1.09,0.5,29.1,,8,0.17,0.42,,
