Season,Player,Age,Team(s),Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Openness Rating,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Pull Up Talent,3PT Pull Up%,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable C&S 3PT%,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR
2014-15,Jamaal Franklin,23,DEN,13,SG,Low Minute,Chaser,0,-0.86,-0.68,-0.19,3.99,4.52,,27,1,76,205,118.6,20,68,0,9.68,2.42,,-0.14,,19.26,-0.97,83,20,107.63,43.84,114.55,53.28,61.83,663.73,3.11,-0.25,-0.18,-0.22,0.02,-0.06,0.03,-0.3,-0.17,0.02,0.12,50,-0.24,-0.06,-0.24,50,-0.3,-0.17,0.02,0.12,-0.22,25,-0.48,100,26.3,0,0,36,0,0,0,0,0,0,36.83,25.64,40.14,42.22,36.74,33.58,6.02,0.68,2.84,-0.4,0.18,0.94,1.55,0,0,0.33,0,80,-1.73,,0,-1.97,-17.25,-2.75
2013-14,Jamaal Franklin,22,MEM,161,SG,Athletic Finisher,Wing Stopper,0.1,-1.63,-1.59,-0.04,3.99,4.49,,21.66,3,83,215,101.49,50.77,76,0,5.51,1.92,,0.23,,21.11,1.56,111.73,48,107.63,48.07,114.23,54.76,49.85,200.34,3.02,-0.51,-0.44,1.14,0.04,0,-0.07,-0.43,-1.05,0.03,-0.08,100,-0.54,0.1,-0.54,100,-0.43,-1.05,0.03,-0.08,0.79,21.59,-0.72,28.21,25.14,0.15,-0.55,38.07,0,0,-0.6,-0.89,0,0,35.65,25.83,35.2,37.58,35.8,35.6,11.33,1.35,1.05,-0.48,-0.13,0.99,1.46,0,50,0.19,0.88,22.4,-0.5,1,0.71,-1.1,-1.38,-2.77
2013-14,Jamaal Tinsley,35,UTA,110,PG,Primary Ball Handler,Point of Attack,0.1,-0.54,-0.92,0.37,3.99,4.55,,23.38,8,78,207,98.83,40,60.5,0,3.69,0.74,,0.13,,20.12,0.95,90.51,25.71,107.63,35.97,119.84,30.25,38.3,47.43,4,0.41,0.24,-1.59,0,0,0,-0.47,-0.66,-0.42,-1.13,0,0,0,0,0,-0.47,-0.66,-0.42,-1.13,0.92,12.5,-1.59,75,24.81,0.28,-0.44,36.29,0,-0.07,-0.76,0,0,0,37.9,25.95,39.69,41.98,37.87,36.25,11.27,1.02,1.3,0.16,0.09,1.52,1.29,0,50,0.25,0.03,32.1,-0.22,1,0.37,-1.31,-6.23,-4.75
2022-23,Jamal Cain,23,MIA,240,PF,Stretch Big,Point of Attack,0.3,-0.77,-1.12,0.35,3.99,4.6,,40.24,3,78,214,113.95,35.29,73.7,0,3.15,2.25,16.77,-0.33,83.23,20.11,-0.46,115.75,56.36,107.63,44.07,112.56,58.57,36.89,183.62,1.01,-0.01,-0.02,0.21,-0.05,0.12,-0.44,-0.52,-0.73,-0.03,-0.25,0,-0.56,-0.77,-0.56,0,-0.52,-0.73,-0.03,-0.25,0.27,17.76,-0.97,30.3,25.99,0.12,-0.6,37.12,0,-0.38,-0.51,0,0.16,45.45,34.81,27.5,36.61,39,34.82,33.11,0,0.74,0,0.05,-0.29,0.45,1.01,0,80,0.83,0.53,26.7,-0.08,7,0.6,-0.34,0.63,0.78
2023-24,Jamal Cain,24,MIA,259,PF,Athletic Finisher,Point of Attack,0.21,-1.17,-1.14,-0.03,3.99,4.4,,26.87,2,81,270,84.01,25,72.1,0,3.1,2.12,20.87,,79.13,20.54,0.19,104.98,45.56,107.62,42.91,106.29,44.19,65.4,502.29,1.49,0.13,0.12,0.26,0.05,0.02,-0.15,-0.46,-0.69,-0.1,-0.59,66.67,-0.4,-0.06,-0.4,66.67,-0.46,-0.69,-0.1,-0.59,1.15,23.11,-1.04,39.24,24.01,0.23,-0.44,37.43,5.88,-0.25,-0.57,0,0.03,57.14,35.09,27.51,37.85,39,36.07,33,20,2.52,-0.72,0.11,-0.39,0.35,1.13,0,46.67,0.58,0.76,34.5,,3,0.98,-0.92,,
2019-20,Jamal Crawford,39,BRK,6,SG,Low Minute,Point of Attack,0,-0.97,-1.16,0.19,3.99,4.48,82.18,28.34,2,76,190,121.59,20,65.7,0,5.36,5.36,,-0.05,,19.33,0.75,126.19,20,107.61,44.98,112.89,47.08,28.87,117.21,0,0.58,0.12,-1.65,0,0,0,-0.45,-0.89,0.01,-0.13,0,0,0,0,0,-0.45,-0.89,0.01,-0.13,0.01,25,-0.7,50,26.8,-0.09,-0.98,37.1,0,0,-0.44,0,0,0,33.73,25.86,34.64,37.54,33.85,33.11,14.29,0.29,-0.31,0.28,0.43,0.7,1.31,0,0,0,0,,-1.28,,0,-1.97,-0.14,0.45
2018-19,Jamal Crawford,38,PHO,1199,SG,Shot Creator,Low Activity,-1.5,-4.31,-1.03,-3.27,3.99,4.79,90.14,25.56,1,78,227,115.51,34,83.5,0.25,2.2,2.67,,-0.55,,17.64,-1.28,110.84,51.67,107.61,46.14,109.42,45.41,32.18,199.59,0.51,0.58,0.35,-1.09,0.35,-0.64,0.47,0.63,1.45,0.26,0.34,31.03,1.04,-2.49,1.04,31.03,0.63,1.45,0.26,0.34,-2.39,48.4,0.3,46.12,26.16,-0.29,-0.4,36.98,5.29,0.2,0.64,0.96,-0.12,50,34.8,24.95,35.55,35.85,34.93,30.8,20.59,0.3,-0.99,0.94,1.35,1.44,1.35,0.03,12.5,0.13,0.48,38.3,-0.12,20,0.38,-1.41,-5.81,-1.01
2017-18,Jamal Crawford,37,MIN,1653,SG,Shot Creator,Low Activity,-1.5,-3.65,-0.03,-3.62,3.99,4.77,102.09,46.32,2,73,192,117.77,29.81,62.9,0.24,1.94,2.67,,-0.33,,18.17,-0.82,106.1,44.17,107.61,26.52,119.84,25.76,51.52,5.65,0,0.37,0.04,-1.43,0,-0.55,-0.15,0.61,1.14,0.08,-0.07,27.97,0.8,-2.36,0.8,27.97,0.61,1.14,0.08,-0.07,-2.1,43.71,0,42.32,25.89,-0.45,0.13,37.95,4.43,0.23,1.92,-0.83,-0.09,50,35.39,47.39,38.27,40.07,35.37,30.55,21.73,1.3,-1.22,1.33,0.52,1,1.17,0,23.81,0.26,0.6,32.6,-0.15,27,0.3,-1.7,-5.12,0.48
2016-17,Jamal Crawford,36,LAC,2157,SG,Shot Creator,Low Activity,-0.6,-2.71,-0.35,-2.36,3.99,4.56,93.82,21.05,2,81,228,93.3,33.33,81.2,1.02,1.99,2.83,,-0.47,,17.1,-1.29,108.72,47.68,107.61,40.52,102.95,52.9,57.39,227.3,1,-0.05,0.08,0.37,1.56,-0.5,1.94,1.17,1.21,0.85,1.04,36.81,2.25,-2.31,2.25,36.81,1.17,1.21,0.85,1.04,-2.54,45.27,0.68,37.01,26.41,-0.5,-0.19,36.5,8.19,2.22,1.12,0,0.2,40,31.88,25.57,38.97,43.46,32.75,31.44,27.55,0.96,-0.81,0.21,0.58,0.89,1.4,0,41.18,0.21,0.42,24.3,-0.3,45,0.28,-2.07,-2.53,-1.26
2015-16,Jamal Crawford,35,LAC,2126,SG,Shot Creator,Low Activity,1.3,-1.34,0.26,-1.6,3.99,4.57,96.48,31.75,5,76,220,100.2,46.67,69.9,0.42,2.16,3.89,,-0.28,,18.16,-0.71,110.43,51.11,107.61,46.47,106.3,45.83,60.32,161.15,0,0.01,-0.07,-0.7,-0.17,-0.51,-0.33,0.58,1.1,0.14,0.06,27.27,0.5,-1.52,0.5,27.27,0.58,1.1,0.14,0.06,-1.22,44.3,0.17,36.63,26.08,-0.27,0.36,37.9,12.41,1.13,1.15,-0.73,0.75,75,34.76,27.03,35.99,37.95,34.78,32.89,26.67,0.24,-0.5,-0.43,0.52,0.79,1.21,0,30,0.25,0.36,21.5,-0.33,30,0.39,-1.76,-2.58,0.45
2014-15,Jamal Crawford,34,LAC,1703,SG,Shot Creator,Low Activity,1.6,-0.89,1.71,-2.59,3.99,4.93,102.93,28.72,3,76,203,114.84,35.56,65.9,0.18,2.43,3.68,,-0.04,,18.64,-0.21,110.8,42.9,107.6,40.62,113.32,45.45,29.71,83.37,0,0.43,0.2,-1.14,-0.16,-0.55,-0.33,1.05,1.56,0.15,0.1,26.76,1.02,-2.1,1.02,26.76,1.05,1.56,0.15,0.1,-1.74,46.87,0.35,43.38,26.29,-0.44,0.75,36.68,13.9,1.94,1.98,-0.3,1.02,75,34.11,28.82,35.87,37.58,34.19,33,0,0,-0.56,-0.37,0.91,0.8,1.27,-0.05,38.89,0.28,0.08,16.9,-0.39,45,0.32,-1.77,-2.35,1.13
2013-14,Jamal Crawford,33,LAC,2094,SG,Shot Creator,Low Activity,3.6,0.28,2.83,-2.54,3.99,4.77,98.76,30.78,4,79,202,108.56,65.71,70.1,0,2.15,3.63,,-0.01,,18.54,-0.22,108.61,43.21,107.6,42.53,117.98,41.67,31.59,168.77,0,0.16,0.06,-1.51,1.4,-0.42,1.35,1.39,0.86,0.7,0.45,36.17,2.18,-1.93,2.18,36.17,1.39,0.86,0.7,0.45,-1.44,43.99,0.42,44.11,25.66,-0.27,0.61,37.35,10.32,1.86,1.67,0.24,0.89,53.33,34.1,27.99,37.66,39.24,35.26,32.79,0,0,0.36,-0.79,0.72,0.9,1.5,-0.05,29.41,0.49,0.83,20,-0.55,43,0.29,-1.67,-2.45,2.75
2022-23,Jamal Murray,25,DEN,2133,PG,Shot Creator,Point of Attack,4.3,0.77,2.03,-1.26,3.99,4.63,102.04,23.12,4,77,215,105.38,36,77,0.42,1.79,3.11,20.69,0.08,79.31,21,0.53,104.36,46.96,107.6,45.18,107.19,51.59,42.86,13.63,0,-0.16,-0.15,-0.46,1.33,0.19,1.24,1.63,1.57,1.08,1.04,39.34,2.34,0.63,2.34,39.34,1.63,1.57,1.08,1.04,0.05,61.31,1.14,41.5,26.33,-0.17,0.12,38.56,4.96,0.31,0.71,0.26,0.1,54.55,33.51,29.55,36.24,39.12,33.87,32.57,24.31,0.09,0.34,-0.25,0.76,1.28,1.21,-0.06,31.25,0.74,0.49,35.4,-0.47,54,0.21,-0.66,-1.37,2.63
2020-21,Jamal Murray,23,DEN,1704,PG,Shot Creator,Point of Attack,4,1.25,1.79,-0.53,3.99,4.95,97.27,32.32,1,73,170,97.27,44,54.9,0.41,2.11,3.55,,0.38,,20.85,1.2,107.71,46.72,107.59,44.59,111.23,46.49,55.47,291.2,3.8,0.31,0.2,0.04,0.76,0.2,0.56,1.29,1.66,0.8,0.68,39.06,1.69,0.83,1.69,39.06,1.29,1.66,0.8,0.68,0.17,62.01,0.98,39.9,26.07,0.1,0.03,39.9,6.09,1.36,1.2,0.25,-0.3,65.79,34.2,26.31,35.71,37.72,34.28,31.12,17.97,0.2,-0.22,-1.97,0.68,0.73,1.58,-0.02,29.73,0.77,-0.24,32.9,-0.3,44,0.44,-0.47,0.52,2.96
2019-20,Jamal Murray,22,DEN,1904,PG,Primary Ball Handler,Wing Stopper,4.4,1.13,1.85,-0.72,3.99,4.61,92.6,34.49,1,73,175,118.47,31.28,59.5,0.05,2.02,3.52,,0.11,,19.61,0.56,106.23,47.41,107.58,54.08,107.75,58.04,27.68,63,0,-0.04,0,0,-0.62,0.35,-1.06,-0.05,1.12,-0.4,-0.72,32.4,-0.05,1.37,-0.05,32.4,-0.05,1.12,-0.4,-0.72,0.5,66.72,0.37,36.24,25.66,0.19,-0.37,37.74,5.23,0.26,1.54,0.76,-0.09,67.92,32.83,27.32,35.32,39.35,33.04,30.7,17.91,0.19,0.01,-1.63,0.5,1.17,1.31,0.12,44.44,0.76,0.3,37.3,-0.04,50,0.34,-0.22,0.39,1.42
2018-19,Jamal Murray,21,DEN,2447,PG,Primary Ball Handler,Wing Stopper,5.5,1.07,1.32,-0.25,3.99,4.36,86.88,23.48,2,81,250,88.86,29.23,60.8,0.82,2.32,3.09,,-0.01,,19.49,0.14,104.32,43.58,107.58,37.66,116.72,31.48,39.89,84.58,0,0.48,0.52,0.53,-0.03,0.26,-0.25,0.45,1.12,0.09,-0.03,33.81,0.57,0.52,0.57,33.81,0.45,1.12,0.09,-0.03,0.34,68.1,0.79,35.29,25.68,0.11,-0.07,38,3.92,1.11,0.71,0.18,-0.13,70.31,34.62,29.4,37.71,39,34.77,32,18.3,0.19,-0.43,-1.18,0.5,1.01,1.35,0.01,52.31,0.87,-0.29,35.4,-0.11,44,0.35,-0.4,0.08,1.6
2017-18,Jamal Murray,20,DEN,2565,PG,Primary Ball Handler,Wing Stopper,5.1,0.67,1.69,-1.02,3.99,4.7,99.22,26.75,6,73,180,116.79,33.16,64.5,1.05,2.54,2.96,,0.28,,20.46,0.8,105.94,46.73,107.58,46.65,108.66,44.95,65.02,511.53,2.01,-0.32,-0.37,0.14,-0.48,0.23,-0.82,0.48,0.72,0.15,-0.03,31.98,-0.01,0.66,-0.01,31.98,0.48,0.72,0.15,-0.03,0.83,59.38,0.57,41.05,25.7,0.12,0.58,39.96,5.43,1.47,0.56,0.15,-0.14,65.52,33.49,26.3,35.71,40.42,33.7,34.15,7.53,0.53,-0.6,0.76,-0.07,0.97,1.52,0.01,43.9,1.01,0.88,38.3,-0.3,50,0.43,-0.72,-1.66,2.34
2016-17,Jamal Murray,19,DEN,1764,SG,Secondary Ball Handler,Wing Stopper,1,-1.46,-0.22,-1.23,3.99,4.68,96.56,31.7,2,76,201,120.03,26.15,77.8,0.11,2.57,2.26,,-0.06,,19.4,0.07,112.3,51.51,107.57,40.24,113.58,42.84,57.45,397.6,1.1,-0.42,-0.18,-0.92,-0.21,0.12,-0.66,0.14,0.78,-0.3,-0.61,28.79,0.32,0.07,0.32,28.79,0.14,0.78,-0.3,-0.61,0.15,68.23,0.66,47.12,25.98,0.03,0.04,36.95,4.49,0.27,-0.3,0.29,0.06,70.97,35.5,26.74,36.19,39.17,36.14,34.91,12.95,1.05,-0.38,0.9,0.14,1.04,1.29,0,24.39,0.5,-0.07,22.6,-0.21,37,0.29,-0.56,-0.44,-0.18
2023-24,Jamal Murray,26,DEN,1861,PG,Shot Creator,Point of Attack,4.33,1.25,2.09,-0.85,3.99,4.45,84.91,21.3,2,80,236,105.38,36,81.7,0.05,2.1,3.28,19.21,,80.79,20.28,-0.27,103.83,48,107.57,43.54,116.6,52.7,16.24,2.75,0,0.1,0,0,1.63,0.14,1.74,1.64,1.53,1.25,1.33,42.39,2.4,1.6,2.4,42.39,1.64,1.53,1.25,1.33,0.37,61,1.32,34.58,25.91,-0.12,-0.16,38.85,3.98,-0.37,1.46,0.28,0.08,77.42,37.49,26.78,39.32,40.19,37.54,35.35,10.07,1.11,-0.19,-0.8,0.56,1.23,1.25,0.1,40.48,0.71,0.24,35.1,,44,0.26,-0.25,,
2022-23,Jamaree Bouyea,23,MIA/WAS,71,PG,Low Minute,Point of Attack,0.1,-0.71,-0.67,-0.04,3.99,4.6,96.3,25.5,5,83,250,86.57,31.76,53.1,0,3.37,0.56,22.02,-0.58,77.98,19.51,-0.79,112.19,60,107.57,40,119.95,44.44,51.81,43.56,3.45,0.14,0.12,-0.73,-0.01,0.08,-0.37,-0.24,-0.13,-0.02,-0.26,33.33,-0.34,0.52,-0.34,33.33,-0.24,-0.13,-0.02,-0.26,0.7,37.5,-0.31,42.86,53.56,0.22,-0.99,36.72,6.67,0,-0.76,0,0.14,0,35.43,26.7,35.73,37.31,35.7,33.94,15.53,1.69,0.79,0.32,-0.29,0.49,1.48,0,0,0.2,0,39.1,-0.29,2,1.11,-1.5,-0.04,-1.5
2023-24,Jamaree Bouyea,24,POR/SAS,95,PG,Low Minute,Low Minute,0.12,-0.39,-0.64,0.25,3.99,4.32,,27.13,3,79,230,113.45,43.41,73.9,8.43,3.81,0.38,21.27,,78.73,19.84,-0.42,88.99,25.71,107.57,47.33,113.21,53.26,54.76,520.96,1.43,-0.01,0.02,0.49,-0.09,-0.13,-0.71,-0.47,0.12,-0.09,-0.57,0,-0.37,-0.87,-0.37,0,-0.47,0.12,-0.09,-0.57,-0.5,40.62,-0.38,32.14,57.34,-0.02,-1.08,37.66,0,-0.13,-0.36,0,0,0,34.26,26.45,37.65,38.89,34.44,31.65,16.52,1.32,-0.27,-0.31,-0.44,0.89,1.49,0,33.33,0.33,1.11,51.4,,1,0,-1.1,,
2017-18,Jameel Warney,24,DAL,27,PF,Low Minute,Helper,0,-0.81,-0.99,0.18,3.99,4.55,,37.77,1,76,195,103.89,48.57,65.8,0,2.97,7.5,,-0.13,,19.09,-0.66,102.13,41.54,107.56,49.6,104.93,44.76,67.02,648.63,0.7,0.12,0.3,-0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,38,0,-0.55,-0.43,-0.19,0,66.67,37.58,26.15,39.83,41.45,37.89,36.25,11.42,1.22,0.05,0.48,-0.31,0.66,1.35,-2.35,100,1.33,0.28,22.2,-0.95,,0,-1.78,-8.18,2.63
2017-18,Jameer Nelson,35,NOP/DET,1013,PG,Low Minute,Point of Attack,-0.4,-2.96,-1.82,-1.14,3.99,4.7,,27.1,3,82,231,86.14,25.93,64,0.2,2.97,1.76,,-0.09,,19.4,-0.11,105.23,43.64,107.56,43.55,114.56,53.23,57.39,515.78,2.01,-0.29,-0.3,-0.46,-0.24,0.04,-0.62,-0.28,0.65,-0.35,-0.9,28.85,0,0.8,0,28.85,-0.28,0.65,-0.35,-0.9,0.67,52.42,-0.11,50.82,51.99,0.15,-0.56,37.52,0.75,-0.55,-0.43,0,0,0,39.5,25.86,38.68,37.31,39.31,37.35,7.47,1.09,0.97,0.38,0.71,1.22,1.21,0,21.43,0.28,0,27,-0.33,11,0.59,-0.31,-2.65,-2.96
2016-17,Jameer Nelson,34,DEN,2045,PG,Low Minute,Point of Attack,3.4,0.2,0.35,-0.15,3.99,4.56,,33.82,5,77,200,113.2,37.5,66.3,2.01,3.55,1.39,,0.55,,20.92,1.34,107.38,49.67,107.56,44.73,112.74,50.42,54.15,"1,082.67",0.23,0.19,-0.01,-0.08,-0.67,0.08,-1.3,0.38,0.73,0.22,0.14,32.46,-0.31,1.68,-0.31,32.46,0.38,0.73,0.22,0.14,0.73,52.41,0.48,45.2,25.27,-0.16,0.42,39.46,1.85,-0.1,-0.47,0,0,0,36.82,25.72,41.3,40.33,36.82,31.56,8.82,1.37,0.84,0.98,0.83,0.98,1.31,0,42.86,0.37,0,14.5,-0.69,34,0.36,-0.82,-2.93,0.36
2015-16,Jameer Nelson,33,DEN,1036,PG,Low Minute,Point of Attack,0.6,-1.35,-0.69,-0.65,3.99,4.59,,22.06,3,79,220,112.22,39.05,75.7,2.03,3.7,2,,0.28,,19.85,0.68,108.12,52.67,107.56,49.55,114.34,63.68,47.21,40.19,0,0.29,0.05,-1.19,-0.13,-0.09,-0.24,-0.23,1.49,-0.73,-1.04,31.34,0.61,0.42,0.61,31.34,-0.23,1.49,-0.73,-1.04,-0.1,58.3,0.13,46.91,25.22,-0.31,-0.88,35.2,1.4,-0.53,-0.71,0,0,0,33.91,25.86,35.27,37.53,34.03,32.45,10.65,1.32,1.05,0.98,1.07,1.46,1,0,5.26,0.49,0,17.3,-0.46,14,0.41,-0.06,-3.85,-1.28
2014-15,Jameer Nelson,32,DAL/BOS/DEN,1406,PG,Low Minute,Point of Attack,1.9,-0.27,0.67,-0.94,3.99,4.47,,40.17,0,72,190,,,68.9,0.64,3.69,1.93,,0.17,,20.52,0.73,105.4,49.37,107.56,42.6,114.9,40,62.31,134.37,0,0.27,0.3,-0.04,0.51,-0.08,0.6,0.74,2.25,-0.19,-0.35,36.29,2.04,0.57,2.04,36.29,0.74,2.25,-0.19,-0.35,-0.09,52.15,0.33,51.19,76.86,-0.1,-0.45,34.86,1.21,0.32,-0.18,0,0,0,37.06,25.77,40.77,38.16,37.09,32.54,6.65,0.72,0.61,0.84,1.19,1.18,1.67,0,27.27,0.52,0,14,-0.14,27,0.54,-0.62,-1.25,0.1
2013-14,Jameer Nelson,31,ORL,2179,PG,Low Minute,Point of Attack,3.7,0.21,1.46,-1.25,3.99,4.55,,34.41,7,77,190,82.33,20,68.3,0.23,2.58,2.53,,0.53,,19.78,0.88,100.93,39.55,107.55,26.11,122.51,16.67,32.31,3.3,0,-0.14,0.02,-1.23,0.43,-0.08,0.17,0.7,2.43,-0.22,-0.4,36.1,1.88,0.9,1.88,36.1,0.7,2.43,-0.22,-0.4,-0.39,58.04,0.54,52.34,25.77,-0.33,-0.45,36.34,3.08,0.19,-0.89,0,0,0,36.75,49.37,38.99,40.08,36.85,35.05,8.97,0.38,-0.94,0.86,0.81,1.11,1.76,0,20.69,0.43,0,17.2,-0.17,30,0.39,-0.18,-3.66,1.22
2017-18,Jamel Artis,25,ORL,279,SG,Athletic Finisher,Low Activity,0.1,-1.61,-1.37,-0.24,3.99,4.8,,31.14,7,80,198,92.62,30,66.6,0.36,1.49,1.49,,-0.29,,18.65,-0.98,100.56,37.54,107.54,48.27,113.85,47.13,43.31,377.01,0.48,0.07,0.28,1.23,-0.09,0.03,-0.31,-0.6,-0.59,-0.28,-0.76,20,-0.5,0.4,-0.5,20,-0.6,-0.59,-0.28,-0.76,0.6,28.88,-0.86,36.71,24.8,-0.24,-0.59,37.39,7.32,0.4,-0.17,0.46,0.36,60,32.56,26.68,35.24,39.67,32.87,33.34,10.76,0.92,0.81,-1,0.11,0.44,1.1,0.05,50,0.27,-0.09,33.3,-0.19,2,0,0.03,-3.39,-3.85
2015-16,James Anderson,26,SAC,721,SG,Movement Shooter,Wing Stopper,-0.2,-2.63,-2.45,-0.18,3.99,4.47,,22.37,6,80,208,123.49,28.57,81.4,0.97,2.69,1.44,,0.55,,21.06,1.53,109.79,52.07,107.54,32.67,103.07,27.78,44.62,1.81,0,-0.08,-0.05,-1.25,-0.02,0.16,-0.16,-0.55,-0.27,-0.5,-1.32,28.57,-0.12,0.03,-0.12,28.57,-0.55,-0.27,-0.5,-1.32,0.77,34.79,-0.87,48.31,25.58,0.07,-0.56,34.61,5.07,-0.56,-0.76,-0.66,0.25,100,34.14,26.24,35.94,36.58,34.76,31.79,13.33,1.01,0.79,-0.2,0.19,0.72,1.39,0,46.15,0.25,2.28,24.2,-0.03,19,0.1,-0.91,0.85,-3.6
2013-14,James Anderson,24,PHI,2309,SG,Off Screen Shooter,Wing Stopper,-2.2,-3.7,-2.18,-1.53,3.99,4.5,,33.17,2,77,205,107.02,36,64.7,1.56,2.42,1.32,,0.27,,20.36,0.81,112.02,56.78,107.54,47.96,118.44,64.49,60.64,160.51,0,0.29,0.25,0.49,-0.59,0.18,-1.14,-0.91,-0.37,-1.02,-1.4,25.76,-0.77,0.71,-0.77,25.76,-0.91,-0.37,-1.02,-1.4,0.84,43.7,-0.51,48.95,25.25,0.06,-0.4,36.18,3.89,0.88,-0.7,-0.77,-0.04,61.9,36.2,25.57,37.75,37.53,36.25,33.16,17.88,1.57,-0.17,-1.38,0.09,0.56,1.16,0,47.46,0.74,-0.01,28.7,-0.13,58,0.25,0.3,-1.39,-1.97
2022-23,James Bouknight,22,CHO,515,SG,Secondary Ball Handler,Point of Attack,-0.1,-2.82,-1.98,-0.84,3.99,4.44,,22.14,3,82,235,86.16,28.37,52.4,3.88,3.41,1.95,16.49,-0.33,83.51,19.28,-0.54,96.21,35.62,107.53,37.96,116.19,36.42,47.54,605.08,0,-0.02,0.18,0.47,-0.21,-0.07,-0.79,0.21,0.98,-0.22,-0.66,27.27,0.31,-0.78,0.31,27.27,0.21,0.98,-0.22,-0.66,-1.2,53.24,0.03,56.48,26.49,-0.33,-0.1,36.51,7.89,0.17,-0.31,0,-0.16,33.33,30.71,26.38,36.76,42.53,31.21,30.32,17.44,1.42,0.41,-0.8,0.02,0.54,1.59,0,62.5,0.24,-0.59,37.9,0.03,7,0.48,-0.02,-1.68,-3.84
2021-22,James Bouknight,21,CHO,304,SG,Athletic Finisher,Wing Stopper,0,-2.5,-0.52,-1.99,3.99,4.47,92.5,25.45,2,81,250,86.26,29.23,60.4,0.33,3.38,2.68,,-0.45,,17.98,-0.67,105.76,46.67,107.53,44.83,115.71,36.96,45.87,256.38,0,0.78,0.62,-0.09,0.02,0.24,-0.12,0.04,0.49,0,-0.15,36.36,0.2,0.64,0.2,36.36,0.04,0.49,0,-0.15,0.29,48.96,0.12,34.75,25.44,0.05,-0.58,35.87,8.64,-0.1,-0.18,0,-0.53,40,32.14,25.8,33.96,36.31,32.32,31.09,22.09,1.65,0.42,0.09,0.04,0.48,1.32,0,45.45,0.71,-0.15,37.5,-0.06,4,0.35,-0.95,-2.5,-4.3
2023-24,James Bouknight,23,CHO,81,SG,Low Minute,Low Minute,0.11,-0.38,-0.36,-0.03,3.99,4.91,94.59,21.48,3,81,220,89.69,33.59,59.4,0,1.37,1.37,15.45,,84.55,18.16,-0.75,83.06,20,107.53,47.15,104.97,46.13,16.12,39.01,0,0.05,0,0,0.07,0.08,0.04,1.18,1.84,0.11,0.39,46.67,0.82,0.36,0.82,46.67,1.18,1.84,0.11,0.39,-0.49,49.22,0.42,73.17,25.43,-0.32,-0.13,38.11,9.09,-0.62,-0.46,0,0,100,35.74,25.76,37.71,38.65,36.34,32.63,19.83,1.63,-0.35,-0.15,-0.72,0.79,0.99,0,0,0.07,0.9,34.6,,,0.46,-1.45,,
2021-22,James Ennis III,31,BRK/LAC/DEN,56,SF,Low Minute,Chaser,0.1,-0.47,-0.2,-0.27,3.99,4.6,93.61,27.05,11,77,215,113.16,50,63.8,0,3.21,3.85,,-0.7,,16.1,-1.65,88.29,25,107.53,51.89,111.48,65.56,59.31,45.91,0,-0.23,0.01,-0.56,0,0,0,-0.47,-1.02,0,-0.07,0,0,0,0,0,-0.47,-1.02,0,-0.07,0.57,15.62,-0.99,33.33,78.05,-0.13,-0.6,36.04,0,0,-0.42,0,0.7,100,33.42,26.34,36.67,39.52,33.59,32.83,8.73,0.87,1.28,-1.68,-0.47,0.54,1.24,0,80,0.71,0.52,38.1,-1.28,2,0,-1.55,-0.47,-0.37
